0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
0.542149	1.085628	0.592791	-1.772240	-0.026407	1.948321	
